business_id,week_start_date,transaction_count,transaction_volume,avg_ticket_size
BUS_0157,2024-08-06,51,101322.92,1986.72
BUS_0157,2024-08-13,39,77976.18,1999.39
BUS_0157,2024-08-20,50,104803.37,2096.07
BUS_0157,2024-08-27,43,81961.18,1906.07
BUS_0157,2024-09-03,46,78832.5,1713.75
BUS_0157,2024-09-10,43,126740.95,2947.46
BUS_0157,2024-09-17,44,92665.48,2106.03
BUS_0157,2024-09-24,47,106843.51,2273.27
BUS_0157,2024-10-01,46,90638.99,1970.41
BUS_0157,2024-10-08,54,94560.15,1751.11
BUS_0157,2024-10-15,42,84646.62,2015.4
BUS_0157,2024-10-22,46,95982.37,2086.57
BUS_0157,2024-10-29,42,67562.45,1608.63
BUS_0157,2024-11-05,48,95579.83,1991.25
BUS_0157,2024-11-12,50,113425.93,2268.52
BUS_0157,2024-11-19,44,106192.01,2413.45
BUS_0157,2024-11-26,45,110026.99,2445.04
BUS_0157,2024-12-03,53,111667.46,2106.93
BUS_0157,2024-12-10,51,106464.41,2087.54
BUS_0157,2024-12-17,53,87057.06,1642.59
BUS_0157,2024-12-24,50,101311.58,2026.23
BUS_0157,2024-12-31,48,95014.57,1979.47
BUS_0157,2025-01-07,46,97953.67,2129.43
BUS_0157,2025-01-14,47,111525.05,2372.87
BUS_0157,2025-01-21,47,80729.1,1717.64
BUS_0157,2025-01-28,52,100855.76,1939.53
BUS_0157,2025-02-04,50,104751.31,2095.03
BUS_0157,2025-02-11,56,108889.17,1944.45
BUS_0157,2025-02-18,58,129520.41,2233.11
BUS_0157,2025-02-25,55,113476.23,2063.2
BUS_0157,2025-03-04,51,119121.92,2335.72
BUS_0157,2025-03-11,57,120275.39,2110.09
BUS_0157,2025-03-18,60,140245.69,2337.43
BUS_0157,2025-03-25,56,103856.26,1854.58
BUS_0157,2025-04-01,49,,
BUS_0157,2025-04-08,56,73312.02,1309.14
BUS_0157,2025-04-15,50,86515.93,1730.32
BUS_0157,2025-04-22,49,77834.24,1588.45
BUS_0157,2025-04-29,48,91200.43,1900.01
BUS_0157,2025-05-06,44,107994.14,2454.41
BUS_0157,2025-05-13,44,100458.33,2283.14
BUS_0157,2025-05-20,58,126735.34,2185.09
BUS_0157,2025-05-27,56,109219.41,1950.35
BUS_0157,2025-06-03,45,114074.17,2534.98
BUS_0157,2025-06-10,60,127477.65,2124.63
BUS_0157,2025-06-17,57,93839.79,1646.31
BUS_0157,2025-06-24,56,114787.35,2049.77
BUS_0157,2025-07-01,57,114141.94,2002.49
BUS_0157,2025-07-08,63,164926.61,2617.88
BUS_0157,2025-07-15,60,104138.15,1735.64
BUS_0158,2024-07-23,206,117969.76,572.67
BUS_0158,2024-07-30,204,119917.81,587.83
BUS_0158,2024-08-06,226,111104.7,491.61
BUS_0158,2024-08-13,257,134797.16,524.5
BUS_0158,2024-08-20,213,121443.62,570.16
BUS_0158,2024-08-27,206,114504.45,555.85
BUS_0158,2024-09-03,229,130616.15,570.38
BUS_0158,2024-09-10,207,112221.77,542.13
BUS_0158,2024-09-17,224,153930.95,687.19
BUS_0158,2024-09-24,213,96593.4,453.49
BUS_0158,2024-10-01,236,136064.84,576.55
BUS_0158,2024-10-08,253,143374.08,566.7
BUS_0158,2024-10-15,246,144259.37,586.42
BUS_0158,2024-10-22,268,118979.02,443.95
BUS_0158,2024-10-29,220,108915.72,495.07
BUS_0158,2024-11-05,302,188081.96,622.79
BUS_0158,2024-11-12,302,171569.07,568.11
BUS_0158,2024-11-19,298,199703.48,670.15
BUS_0158,2024-11-26,327,197369.18,603.58
BUS_0158,2024-12-03,255,125515.72,492.22
BUS_0158,2024-12-10,238,125515.62,527.38
BUS_0158,2024-12-17,249,157280.2,631.65
BUS_0158,2024-12-24,221,135587.63,613.52
BUS_0158,2024-12-31,236,132694.78,562.27
BUS_0158,2025-01-07,249,162559.78,652.85
BUS_0158,2025-01-14,234,132195.08,564.94
BUS_0158,2025-01-21,274,130508.43,476.31
BUS_0158,2025-01-28,237,127299.79,537.13
BUS_0158,2025-02-04,277,138010.94,498.23
BUS_0158,2025-02-11,272,132768.17,488.12
BUS_0158,2025-02-18,239,149855.32,627.01
BUS_0158,2025-02-25,274,168062.91,613.37
BUS_0158,2025-03-04,289,168355.78,582.55
BUS_0158,2025-03-11,301,186630.17,620.03
BUS_0158,2025-03-18,267,125639.71,470.56
BUS_0158,2025-03-25,297,172260.85,580.0
BUS_0158,2025-04-01,289,178848.85,618.85
BUS_0158,2025-04-08,267,155659.75,583.0
BUS_0158,2025-04-15,252,119942.28,475.96
BUS_0158,2025-04-22,285,130201.48,456.85
BUS_0158,2025-04-29,386,222091.53,575.37
BUS_0158,2025-05-06,387,244268.28,631.18
BUS_0158,2025-05-13,373,202073.9,541.75
BUS_0158,2025-05-20,307,189276.12,616.53
BUS_0158,2025-05-27,269,142336.55,529.13
BUS_0158,2025-06-03,312,169708.03,543.94
BUS_0158,2025-06-10,266,154410.77,580.49
BUS_0158,2025-06-17,289,168475.17,582.96
BUS_0158,2025-06-24,314,185146.81,589.64
BUS_0158,2025-07-01,298,,
BUS_0158,2025-07-08,288,133699.74,464.24
BUS_0158,2025-07-15,294,181162.03,616.2
BUS_0159,2024-07-23,68,45257.38,665.55
BUS_0159,2024-07-30,72,57566.54,799.54
BUS_0159,2024-08-06,53,62160.57,1172.84
BUS_0159,2024-08-13,72,56427.47,783.71
BUS_0159,2024-08-20,76,49899.44,656.57
BUS_0159,2024-08-27,71,49312.5,694.54
BUS_0159,2024-09-03,68,58936.79,866.72
BUS_0159,2024-09-10,60,54334.08,905.57
BUS_0159,2024-09-17,72,62105.57,862.58
BUS_0159,2024-09-24,62,53746.59,866.88
BUS_0159,2024-10-01,69,44671.94,647.42
BUS_0159,2024-10-08,68,49286.65,724.8
BUS_0159,2024-10-15,56,48121.89,859.32
BUS_0159,2024-10-22,60,42869.82,714.5
BUS_0159,2024-10-29,86,85220.68,990.94
BUS_0159,2024-11-05,98,80037.11,816.71
BUS_0159,2024-11-12,104,87588.16,842.19
BUS_0159,2024-11-19,95,76215.95,802.27
BUS_0159,2024-11-26,82,88032.64,1073.57
BUS_0159,2024-12-03,82,69732.33,850.39
BUS_0159,2024-12-10,72,69910.04,970.97
BUS_0159,2024-12-17,86,60369.25,701.97
BUS_0159,2024-12-24,83,,
BUS_0159,2024-12-31,76,54499.64,717.1
BUS_0159,2025-01-07,80,,
BUS_0159,2025-01-14,58,50891.65,877.44
BUS_0159,2025-01-21,75,60861.47,811.49
BUS_0159,2025-01-28,71,62501.46,880.3
BUS_0159,2025-02-04,80,63073.8,788.42
BUS_0159,2025-02-11,79,67208.72,850.74
BUS_0159,2025-02-18,76,74306.07,977.71
BUS_0159,2025-02-25,71,62568.33,881.24
BUS_0159,2025-03-04,80,59295.3,741.19
BUS_0159,2025-03-11,68,55358.57,814.1
BUS_0159,2025-03-18,78,69101.09,885.91
BUS_0159,2025-03-25,76,68219.59,897.63
BUS_0159,2025-04-01,84,64276.27,765.19
BUS_0159,2025-04-08,74,61768.11,834.7
BUS_0159,2025-04-15,62,45688.45,736.91
BUS_0159,2025-04-22,95,78416.0,825.43
BUS_0159,2025-04-29,101,74644.73,739.06
BUS_0159,2025-05-06,111,121306.25,1092.85
BUS_0159,2025-05-13,113,,
BUS_0159,2025-05-20,83,75394.14,908.36
BUS_0159,2025-05-27,82,64992.06,792.59
BUS_0159,2025-06-03,83,58790.85,708.32
BUS_0159,2025-06-10,78,75264.23,964.93
BUS_0159,2025-06-17,79,69924.95,885.13
BUS_0159,2025-06-24,77,67501.42,876.64
BUS_0159,2025-07-01,101,97188.8,962.27
BUS_0159,2025-07-08,81,86202.92,1064.23
BUS_0159,2025-07-15,96,76750.96,799.49
BUS_0160,2024-07-23,276,52271.9,189.39
BUS_0160,2024-07-30,203,45179.0,222.56
BUS_0160,2024-08-06,226,46297.41,204.86
BUS_0160,2024-08-13,267,63855.58,239.16
BUS_0160,2024-08-20,248,,
BUS_0160,2024-08-27,237,44566.15,188.04
BUS_0160,2024-09-03,226,51970.38,229.96
BUS_0160,2024-09-10,315,67389.05,213.93
BUS_0160,2024-09-17,294,63423.28,215.73
BUS_0160,2024-09-24,283,45882.64,162.13
BUS_0160,2024-10-01,247,36376.47,147.27
BUS_0160,2024-10-08,277,65619.58,236.89
BUS_0160,2024-10-15,270,46532.3,172.34
BUS_0160,2024-10-22,262,57637.8,219.99
BUS_0160,2024-10-29,261,59764.1,228.98
BUS_0160,2024-11-05,309,57348.35,185.59
BUS_0160,2024-11-12,418,89360.26,213.78
BUS_0160,2024-11-19,415,94570.47,227.88
BUS_0160,2024-11-26,348,78103.58,224.44
BUS_0160,2024-12-03,228,45493.68,199.53
BUS_0160,2024-12-10,193,45233.62,234.37
BUS_0160,2024-12-17,222,53228.2,239.77
BUS_0160,2024-12-24,212,48739.79,229.9
BUS_0160,2024-12-31,210,56073.94,267.02
BUS_0160,2025-01-07,218,58994.76,270.62
BUS_0160,2025-01-14,205,45471.4,221.81
BUS_0160,2025-01-21,252,50564.81,200.65
BUS_0160,2025-01-28,274,65069.68,237.48
BUS_0160,2025-02-04,251,53539.38,213.3
BUS_0160,2025-02-11,249,70888.26,284.69
BUS_0160,2025-02-18,299,66252.87,221.58
BUS_0160,2025-02-25,207,49862.16,240.88
BUS_0160,2025-03-04,269,56199.1,208.92
BUS_0160,2025-03-11,252,72544.9,287.88
BUS_0160,2025-03-18,279,60108.37,215.44
BUS_0160,2025-03-25,270,67063.79,248.38
BUS_0160,2025-04-01,194,32210.24,166.03
BUS_0160,2025-04-08,270,52200.98,193.34
BUS_0160,2025-04-15,227,50858.67,224.05
BUS_0160,2025-04-22,286,74817.45,261.6
BUS_0160,2025-04-29,355,63928.9,180.08
BUS_0160,2025-05-06,325,75394.44,231.98
BUS_0160,2025-05-13,329,70269.31,213.58
BUS_0160,2025-05-20,278,74663.18,268.57
BUS_0160,2025-05-27,318,97884.28,307.81
BUS_0160,2025-06-03,182,32284.83,177.39
BUS_0160,2025-06-10,236,60496.6,256.34
BUS_0160,2025-06-17,278,75014.03,269.83
BUS_0160,2025-06-24,279,75681.55,271.26
BUS_0160,2025-07-01,290,70536.79,243.23
BUS_0160,2025-07-08,288,88742.63,308.13
BUS_0160,2025-07-15,319,79591.64,249.5
BUS_0161,2024-07-23,36,85095.99,2363.78
BUS_0161,2024-07-30,41,88631.28,2161.74
BUS_0161,2024-08-06,40,74750.95,1868.77
BUS_0161,2024-08-13,38,47300.25,1244.74
BUS_0161,2024-08-20,32,67177.22,2099.29
BUS_0161,2024-08-27,34,62069.89,1825.58
BUS_0161,2024-09-03,39,59724.59,1531.4
BUS_0161,2024-09-10,39,73309.48,1879.73
BUS_0161,2024-09-17,41,71371.29,1740.76
BUS_0161,2024-09-24,42,98468.88,2344.5
BUS_0161,2024-10-01,30,56083.94,1869.46
BUS_0161,2024-10-08,35,73918.75,2111.96
BUS_0161,2024-10-15,31,58405.76,1884.06
BUS_0161,2024-10-22,44,76980.09,1749.55
BUS_0161,2024-10-29,41,74261.25,1811.25
BUS_0161,2024-11-05,34,59057.33,1736.98
BUS_0161,2024-11-12,31,58876.62,1899.25
BUS_0161,2024-11-19,28,55623.91,1986.57
BUS_0161,2024-11-26,31,47076.89,1518.61
BUS_0161,2024-12-03,36,73442.71,2040.08
BUS_0161,2024-12-10,40,60502.68,1512.57
BUS_0161,2024-12-17,33,53122.05,1609.76
BUS_0161,2024-12-24,28,54000.0,1928.57
BUS_0161,2024-12-31,31,67794.53,2186.92
BUS_0161,2025-01-07,31,62577.48,2018.63
BUS_0161,2025-01-14,29,52757.98,1819.24
BUS_0161,2025-01-21,32,38453.78,1201.68
BUS_0161,2025-01-28,40,61207.37,1530.18
BUS_0161,2025-02-04,38,43157.65,1135.73
BUS_0161,2025-02-11,37,95673.2,2585.76
BUS_0161,2025-02-18,42,55130.97,1312.64
BUS_0161,2025-02-25,33,71633.05,2170.7
BUS_0161,2025-03-04,32,72950.04,2279.69
BUS_0161,2025-03-11,43,79118.63,1839.97
BUS_0161,2025-03-18,35,53580.22,1530.86
BUS_0161,2025-03-25,37,56125.37,1516.9
BUS_0161,2025-04-01,29,33260.04,1146.9
BUS_0161,2025-04-08,39,68229.07,1749.46
BUS_0161,2025-04-15,31,54767.4,1766.69
BUS_0161,2025-04-22,42,74437.23,1772.31
BUS_0161,2025-04-29,31,68831.22,2220.36
BUS_0161,2025-05-06,38,75687.69,1991.78
BUS_0161,2025-05-13,24,36679.09,1528.3
BUS_0161,2025-05-20,40,76009.34,1900.23
BUS_0161,2025-05-27,36,78826.53,2189.63
BUS_0161,2025-06-03,31,55113.11,1777.84
BUS_0161,2025-06-10,33,64374.96,1950.76
BUS_0161,2025-06-17,40,89008.83,2225.22
BUS_0161,2025-06-24,43,92297.77,2146.46
BUS_0161,2025-07-01,34,70928.5,2086.13
BUS_0161,2025-07-08,44,63413.08,1441.21
BUS_0161,2025-07-15,40,65534.77,1638.37
BUS_0162,2024-07-23,12,21094.74,1757.9
BUS_0162,2024-07-30,24,19275.41,803.14
BUS_0162,2024-08-06,23,37548.66,1632.55
BUS_0162,2024-08-13,19,35319.27,1858.91
BUS_0162,2024-08-20,22,34392.18,1563.28
BUS_0162,2024-08-27,19,26951.67,1418.51
BUS_0162,2024-09-03,25,31660.53,1266.42
BUS_0162,2024-09-10,31,55528.99,1791.26
BUS_0162,2024-09-17,24,28909.49,1204.56
BUS_0162,2024-09-24,30,46746.05,1558.2
BUS_0162,2024-10-01,32,43829.54,1369.67
BUS_0162,2024-10-08,25,34657.17,1386.29
BUS_0162,2024-10-15,15,15910.18,1060.68
BUS_0162,2024-10-22,24,33273.02,1386.38
BUS_0162,2024-10-29,17,27547.62,1620.45
BUS_0162,2024-11-05,17,31654.81,1862.05
BUS_0162,2024-11-12,23,43128.71,1875.16
BUS_0162,2024-11-19,14,27004.77,1928.91
BUS_0162,2024-11-26,22,54007.69,2454.9
BUS_0162,2024-12-03,26,36211.79,1392.76
BUS_0162,2024-12-10,22,40199.5,1827.25
BUS_0162,2024-12-17,18,24142.44,1341.25
BUS_0162,2024-12-24,22,38785.94,1763.0
BUS_0162,2024-12-31,21,26702.83,1271.56
BUS_0162,2025-01-07,14,30302.25,2164.45
BUS_0162,2025-01-14,11,15361.11,1396.46
BUS_0162,2025-01-21,18,30611.4,1700.63
BUS_0162,2025-01-28,13,13225.0,1017.31
BUS_0162,2025-02-04,19,20982.17,1104.32
BUS_0162,2025-02-11,21,40756.69,1940.79
BUS_0162,2025-02-18,23,41223.48,1792.33
BUS_0162,2025-02-25,18,23217.07,1289.84
BUS_0162,2025-03-04,19,21794.18,1147.06
BUS_0162,2025-03-11,28,23134.22,826.22
BUS_0162,2025-03-18,12,16326.02,1360.5
BUS_0162,2025-03-25,14,17686.74,1263.34
BUS_0162,2025-04-01,24,34333.09,1430.55
BUS_0162,2025-04-08,30,37648.09,1254.94
BUS_0162,2025-04-15,17,19214.33,1130.25
BUS_0162,2025-04-22,24,39477.26,1644.89
BUS_0162,2025-04-29,15,23316.0,1554.4
BUS_0162,2025-05-06,15,27074.79,1804.99
BUS_0162,2025-05-13,15,25593.85,1706.26
BUS_0162,2025-05-20,11,13196.22,1199.66
BUS_0162,2025-05-27,18,31014.65,1723.04
BUS_0162,2025-06-03,24,36706.12,1529.42
BUS_0162,2025-06-10,26,45055.8,1732.92
BUS_0162,2025-06-17,25,54217.81,2168.71
BUS_0162,2025-06-24,16,19167.81,1197.99
BUS_0162,2025-07-01,16,23857.25,1491.08
BUS_0162,2025-07-08,19,23217.15,1221.96
BUS_0162,2025-07-15,9,10954.81,1217.2
BUS_0163,2024-07-23,85,30954.18,364.17
BUS_0163,2024-07-30,95,28232.92,297.19
BUS_0163,2024-08-06,80,26804.51,335.06
BUS_0163,2024-08-13,72,33862.04,470.31
BUS_0163,2024-08-20,98,36594.38,373.41
BUS_0163,2024-08-27,80,21191.97,264.9
BUS_0163,2024-09-03,64,23135.42,361.49
BUS_0163,2024-09-10,82,34695.12,423.11
BUS_0163,2024-09-17,64,31126.32,486.35
BUS_0163,2024-09-24,113,39401.24,348.68
BUS_0163,2024-10-01,84,35194.61,418.98
BUS_0163,2024-10-08,62,19588.06,315.94
BUS_0163,2024-10-15,44,14389.64,327.04
BUS_0163,2024-10-22,75,27415.66,365.54
BUS_0163,2024-10-29,68,21165.31,311.25
BUS_0163,2024-11-05,62,20673.57,333.44
BUS_0163,2024-11-12,94,43054.42,458.03
BUS_0163,2024-11-19,81,23598.76,291.34
BUS_0163,2024-11-26,82,18149.07,221.33
BUS_0163,2024-12-03,53,21148.04,399.02
BUS_0163,2024-12-10,63,19063.47,302.59
BUS_0163,2024-12-17,88,38335.92,435.64
BUS_0163,2024-12-24,58,11635.49,200.61
BUS_0163,2024-12-31,63,28474.57,451.98
BUS_0163,2025-01-07,76,33323.96,438.47
BUS_0163,2025-01-14,70,24945.65,356.37
BUS_0163,2025-01-21,84,29193.9,347.55
BUS_0163,2025-01-28,59,23621.58,400.37
BUS_0163,2025-02-04,63,9979.88,158.41
BUS_0163,2025-02-11,60,24064.95,401.08
BUS_0163,2025-02-18,53,21700.75,409.45
BUS_0163,2025-02-25,45,22120.5,491.57
BUS_0163,2025-03-04,74,35143.96,474.92
BUS_0163,2025-03-11,58,25224.65,434.91
BUS_0163,2025-03-18,57,15434.25,270.78
BUS_0163,2025-03-25,67,19116.81,285.33
BUS_0163,2025-04-01,76,26498.39,348.66
BUS_0163,2025-04-08,57,23934.35,419.9
BUS_0163,2025-04-15,69,22911.84,332.06
BUS_0163,2025-04-22,49,24866.36,507.48
BUS_0163,2025-04-29,106,28956.97,273.18
BUS_0163,2025-05-06,68,25846.81,380.1
BUS_0163,2025-05-13,86,36360.24,422.79
BUS_0163,2025-05-20,45,22021.3,489.36
BUS_0163,2025-05-27,59,24830.37,420.85
BUS_0163,2025-06-03,69,15265.09,221.23
BUS_0163,2025-06-10,84,27441.35,326.68
BUS_0163,2025-06-17,73,28814.82,394.72
BUS_0163,2025-06-24,56,9560.84,170.73
BUS_0163,2025-07-01,84,25947.39,308.9
BUS_0163,2025-07-08,60,17178.16,286.3
BUS_0163,2025-07-15,65,37769.44,581.07
BUS_0164,2024-07-23,90,79211.3,880.13
BUS_0164,2024-07-30,82,69089.07,842.55
BUS_0164,2024-08-06,79,67122.34,849.65
BUS_0164,2024-08-13,93,86154.84,926.4
BUS_0164,2024-08-20,95,83429.96,878.21
BUS_0164,2024-08-27,83,79179.53,953.97
BUS_0164,2024-09-03,92,81943.5,890.69
BUS_0164,2024-09-10,80,66649.0,833.11
BUS_0164,2024-09-17,90,69213.83,769.04
BUS_0164,2024-09-24,83,83521.39,1006.28
BUS_0164,2024-10-01,101,93998.46,930.68
BUS_0164,2024-10-08,93,110052.89,1183.36
BUS_0164,2024-10-15,75,76329.72,1017.73
BUS_0164,2024-10-22,99,110389.84,1115.05
BUS_0164,2024-10-29,96,95973.74,999.73
BUS_0164,2024-11-05,113,102535.83,907.4
BUS_0164,2024-11-12,130,112263.4,863.56
BUS_0164,2024-11-19,128,124529.95,972.89
BUS_0164,2024-11-26,120,115747.81,964.57
BUS_0164,2024-12-03,95,87185.11,917.74
BUS_0164,2024-12-10,99,86624.5,874.99
BUS_0164,2024-12-17,100,97579.11,975.79
BUS_0164,2024-12-24,84,90634.65,1078.98
BUS_0164,2024-12-31,94,86444.74,919.62
BUS_0164,2025-01-07,109,,
BUS_0164,2025-01-14,86,73919.19,859.53
BUS_0164,2025-01-21,88,69714.14,792.21
BUS_0164,2025-01-28,92,72548.9,788.57
BUS_0164,2025-02-04,107,114225.14,1067.52
BUS_0164,2025-02-11,96,76047.48,792.16
BUS_0164,2025-02-18,102,111730.68,1095.4
BUS_0164,2025-02-25,93,72100.9,775.28
BUS_0164,2025-03-04,79,72728.8,920.62
BUS_0164,2025-03-11,104,,
BUS_0164,2025-03-18,105,,
BUS_0164,2025-03-25,115,112952.36,982.19
BUS_0164,2025-04-01,104,95864.12,921.77
BUS_0164,2025-04-08,113,108543.25,960.56
BUS_0164,2025-04-15,97,85619.51,882.68
BUS_0164,2025-04-22,97,78488.73,809.16
BUS_0164,2025-04-29,147,132897.02,904.06
BUS_0164,2025-05-06,139,133433.11,959.95
BUS_0164,2025-05-13,146,162212.96,1111.05
BUS_0164,2025-05-20,96,100807.02,1050.07
BUS_0164,2025-05-27,113,119630.21,1058.67
BUS_0164,2025-06-03,114,103402.8,907.04
BUS_0164,2025-06-10,121,120016.56,991.87
BUS_0164,2025-06-17,113,93115.03,824.03
BUS_0164,2025-06-24,98,94785.46,967.2
BUS_0164,2025-07-01,127,94427.13,743.52
BUS_0164,2025-07-08,124,123458.01,995.63
BUS_0164,2025-07-15,118,128606.61,1089.89
BUS_0165,2024-07-23,40,77628.13,1940.7
BUS_0165,2024-07-30,50,,
BUS_0165,2024-08-06,39,109403.95,2805.23
BUS_0165,2024-08-13,51,98904.06,1939.3
BUS_0165,2024-08-20,49,101209.71,2065.5
BUS_0165,2024-08-27,49,97474.7,1989.28
BUS_0165,2024-09-03,40,67203.83,1680.1
BUS_0165,2024-09-10,47,103001.82,2191.53
BUS_0165,2024-09-17,56,126832.51,2264.87
BUS_0165,2024-09-24,46,114298.89,2484.76
BUS_0165,2024-10-01,45,85714.87,1904.77
BUS_0165,2024-10-08,42,87735.21,2088.93
BUS_0165,2024-10-15,50,70531.36,1410.63
BUS_0165,2024-10-22,42,92643.09,2205.79
BUS_0165,2024-10-29,45,111411.24,2475.81
BUS_0165,2024-11-05,46,100219.95,2178.69
BUS_0165,2024-11-12,38,86152.97,2267.18
BUS_0165,2024-11-19,41,78857.19,1923.35
BUS_0165,2024-11-26,38,73742.3,1940.59
BUS_0165,2024-12-03,37,81051.88,2190.59
BUS_0165,2024-12-10,37,90965.2,2458.52
BUS_0165,2024-12-17,46,103322.42,2246.14
BUS_0165,2024-12-24,45,102504.07,2277.87
BUS_0165,2024-12-31,43,119536.8,2779.93
BUS_0165,2025-01-07,41,92079.01,2245.83
BUS_0165,2025-01-14,31,43781.74,1412.31
BUS_0165,2025-01-21,46,94679.94,2058.26
BUS_0165,2025-01-28,48,71360.12,1486.67
BUS_0165,2025-02-04,43,83539.84,1942.79
BUS_0165,2025-02-11,49,77234.95,1576.22
BUS_0165,2025-02-18,52,125961.64,2422.34
BUS_0165,2025-02-25,50,108365.21,2167.3
BUS_0165,2025-03-04,45,94057.19,2090.16
BUS_0165,2025-03-11,42,78811.62,1876.47
BUS_0165,2025-03-18,47,99960.43,2126.82
BUS_0165,2025-03-25,46,98134.94,2133.37
BUS_0165,2025-04-01,42,96834.68,2305.59
BUS_0165,2025-04-08,44,106669.21,2424.3
BUS_0165,2025-04-15,53,113487.59,2141.28
BUS_0165,2025-04-22,52,102818.91,1977.29
BUS_0165,2025-04-29,48,109364.04,2278.42
BUS_0165,2025-05-06,52,104024.68,2000.47
BUS_0165,2025-05-13,49,94554.98,1929.69
BUS_0165,2025-05-20,55,88732.26,1613.31
BUS_0165,2025-05-27,50,90368.12,1807.36
BUS_0165,2025-06-03,57,88687.47,1555.92
BUS_0165,2025-06-10,54,110902.27,2053.75
BUS_0165,2025-06-17,48,127414.48,2654.47
BUS_0165,2025-06-24,55,109562.92,1992.05
BUS_0165,2025-07-01,50,97074.39,1941.49
BUS_0165,2025-07-08,57,103111.4,1808.97
BUS_0165,2025-07-15,44,111552.22,2535.28
BUS_0166,2024-07-23,203,94664.51,466.33
BUS_0166,2024-07-30,115,41485.32,360.74
BUS_0166,2024-08-06,138,59890.4,433.99
BUS_0166,2024-08-13,106,66475.46,627.13
BUS_0166,2024-08-20,113,47106.46,416.87
BUS_0166,2024-08-27,148,79085.55,534.36
BUS_0166,2024-09-03,136,75250.97,553.32
BUS_0166,2024-09-10,190,74445.77,391.82
BUS_0166,2024-09-17,142,63995.36,450.67
BUS_0166,2024-09-24,175,94225.25,538.43
BUS_0166,2024-10-01,115,45483.48,395.51
BUS_0166,2024-10-08,111,,
BUS_0166,2024-10-15,123,72213.92,587.11
BUS_0166,2024-10-22,157,67962.13,432.88
BUS_0166,2024-10-29,133,50817.8,382.09
BUS_0166,2024-11-05,138,74328.74,538.61
BUS_0166,2024-11-12,155,56388.8,363.8
BUS_0166,2024-11-19,180,83028.64,461.27
BUS_0166,2024-11-26,199,101971.4,512.42
BUS_0166,2024-12-03,100,39421.58,394.22
BUS_0166,2024-12-10,94,41693.48,443.55
BUS_0166,2024-12-17,107,30164.22,281.91
BUS_0166,2024-12-24,129,53183.89,412.28
BUS_0166,2024-12-31,104,62011.21,596.26
BUS_0166,2025-01-07,88,48374.62,549.71
BUS_0166,2025-01-14,163,81209.47,498.22
BUS_0166,2025-01-21,116,61358.8,528.96
BUS_0166,2025-01-28,149,58901.6,395.31
BUS_0166,2025-02-04,151,46920.04,310.73
BUS_0166,2025-02-11,151,52232.32,345.91
BUS_0166,2025-02-18,147,66996.55,455.76
BUS_0166,2025-02-25,110,58856.25,535.06
BUS_0166,2025-03-04,117,61935.39,529.36
BUS_0166,2025-03-11,148,52486.71,354.64
BUS_0166,2025-03-18,137,51963.31,379.29
BUS_0166,2025-03-25,108,33458.27,309.8
BUS_0166,2025-04-01,156,65475.82,419.72
BUS_0166,2025-04-08,139,40773.1,293.33
BUS_0166,2025-04-15,143,44848.71,313.63
BUS_0166,2025-04-22,185,95499.1,516.21
BUS_0166,2025-04-29,200,94085.74,470.43
BUS_0166,2025-05-06,173,83436.47,482.29
BUS_0166,2025-05-13,217,118362.23,545.45
BUS_0166,2025-05-20,127,51493.27,405.46
BUS_0166,2025-05-27,116,75833.09,653.73
BUS_0166,2025-06-03,132,80347.48,608.69
BUS_0166,2025-06-10,113,45597.32,403.52
BUS_0166,2025-06-17,126,57208.38,454.03
BUS_0166,2025-06-24,145,46391.14,319.94
BUS_0166,2025-07-01,171,75921.09,443.98
BUS_0166,2025-07-08,126,57634.82,457.42
BUS_0166,2025-07-15,116,47791.38,411.99
BUS_0167,2024-07-23,271,43379.27,160.07
BUS_0167,2024-07-30,231,55523.7,240.36
BUS_0167,2024-08-06,221,52045.09,235.5
BUS_0167,2024-08-13,216,54262.19,251.21
BUS_0167,2024-08-20,240,45958.05,191.49
BUS_0167,2024-08-27,288,87755.99,304.71
BUS_0167,2024-09-03,233,51730.21,222.02
BUS_0167,2024-09-10,182,38110.75,209.4
BUS_0167,2024-09-17,254,52483.03,206.63
BUS_0167,2024-09-24,286,78806.15,275.55
BUS_0167,2024-10-01,203,,
BUS_0167,2024-10-08,161,40895.55,254.01
BUS_0167,2024-10-15,239,51429.86,215.19
BUS_0167,2024-10-22,200,28373.01,141.87
BUS_0167,2024-10-29,218,46216.37,212.0
BUS_0167,2024-11-05,369,89939.01,243.74
BUS_0167,2024-11-12,351,61905.84,176.37
BUS_0167,2024-11-19,329,71575.97,217.56
BUS_0167,2024-11-26,329,65932.28,200.4
BUS_0167,2024-12-03,214,38556.94,180.17
BUS_0167,2024-12-10,215,51574.53,239.88
BUS_0167,2024-12-17,291,56574.99,194.42
BUS_0167,2024-12-24,213,45944.99,215.7
BUS_0167,2024-12-31,190,30778.84,161.99
BUS_0167,2025-01-07,198,43118.06,217.77
BUS_0167,2025-01-14,237,40773.37,172.04
BUS_0167,2025-01-21,231,41108.21,177.96
BUS_0167,2025-01-28,260,83219.08,320.07
BUS_0167,2025-02-04,220,39586.68,179.94
BUS_0167,2025-02-11,203,51768.94,255.02
BUS_0167,2025-02-18,207,44417.25,214.58
BUS_0167,2025-02-25,230,63462.35,275.92
BUS_0167,2025-03-04,292,86710.35,296.95
BUS_0167,2025-03-11,219,60530.94,276.4
BUS_0167,2025-03-18,172,37890.07,220.29
