business_id,week_start_date,follower_count,engagement_rate,posts_count
BUS_0225,2025-01-14,878,0.0224,1
BUS_0225,2025-01-21,883,0.0311,2
BUS_0225,2025-01-28,879,0.0291,0
BUS_0225,2025-02-04,883,0.0344,1
BUS_0225,2025-02-11,894,0.0267,1
BUS_0225,2025-02-18,885,0.0383,0
BUS_0225,2025-02-25,878,0.0296,0
BUS_0225,2025-03-04,886,0.0322,1
BUS_0225,2025-03-11,887,0.0305,2
BUS_0225,2025-03-18,886,0.0243,0
BUS_0225,2025-03-25,878,0.0294,1
BUS_0225,2025-04-01,880,0.0325,1
BUS_0225,2025-04-08,884,0.0297,0
BUS_0225,2025-04-15,886,0.0328,1
BUS_0225,2025-04-22,883,0.0354,0
BUS_0225,2025-04-29,876,,0
BUS_0225,2025-05-06,878,0.0335,0
BUS_0225,2025-05-13,877,0.0339,0
BUS_0225,2025-05-20,880,0.0291,2
BUS_0225,2025-05-27,881,0.0357,2
BUS_0225,2025-06-03,876,0.0277,0
BUS_0225,2025-06-10,879,0.0315,0
BUS_0225,2025-06-17,880,0.0312,0
BUS_0225,2025-06-24,874,0.0273,0
BUS_0225,2025-07-01,871,0.0289,2
BUS_0225,2025-07-08,864,0.0392,0
BUS_0225,2025-07-15,866,0.0244,0
BUS_0226,2024-07-23,782,0.039,3
BUS_0226,2024-07-30,787,0.0373,2
BUS_0226,2024-08-06,787,0.0368,0
BUS_0226,2024-08-13,788,0.035,0
BUS_0226,2024-08-20,787,0.0474,0
BUS_0226,2024-08-27,789,0.0407,0
BUS_0226,2024-09-03,792,0.0308,2
BUS_0226,2024-09-10,802,0.0392,2
BUS_0226,2024-09-17,804,0.0479,3
BUS_0226,2024-09-24,802,0.0399,7
BUS_0226,2024-10-01,808,0.0559,1
BUS_0226,2024-10-08,812,0.0435,1
BUS_0226,2024-10-15,813,0.0394,3
BUS_0226,2024-10-22,819,0.0385,1
BUS_0226,2024-10-29,816,0.0269,6
BUS_0226,2024-11-05,822,0.0364,3
BUS_0226,2024-11-12,824,0.0278,3
BUS_0226,2024-11-19,831,0.0354,0
BUS_0226,2024-11-26,833,0.043,0
BUS_0226,2024-12-03,836,0.0358,0
BUS_0226,2024-12-10,844,0.0445,2
BUS_0226,2024-12-17,853,0.0483,3
BUS_0226,2024-12-24,853,0.0332,1
BUS_0226,2024-12-31,853,0.044,0
BUS_0226,2025-01-07,851,0.0357,4
BUS_0226,2025-01-14,856,0.0446,0
BUS_0226,2025-01-21,857,0.0382,0
BUS_0226,2025-01-28,860,0.0351,2
BUS_0226,2025-02-04,861,0.0369,2
BUS_0226,2025-02-11,862,0.0351,4
BUS_0226,2025-02-18,862,0.047,1
BUS_0226,2025-02-25,861,0.0414,5
BUS_0226,2025-03-04,863,0.048,2
BUS_0226,2025-03-11,863,0.0393,2
BUS_0226,2025-03-18,863,,1
BUS_0226,2025-03-25,866,0.0271,1
BUS_0226,2025-04-01,861,0.031,2
BUS_0226,2025-04-08,859,0.0433,4
BUS_0226,2025-04-15,858,0.0414,0
BUS_0226,2025-04-22,868,0.0243,2
BUS_0226,2025-04-29,867,0.0422,2
BUS_0226,2025-05-06,872,0.0448,3
BUS_0226,2025-05-13,881,0.038,1
BUS_0226,2025-05-20,880,0.0345,2
BUS_0226,2025-05-27,881,0.0521,5
BUS_0226,2025-06-03,886,0.0475,3
BUS_0226,2025-06-10,882,0.0389,3
BUS_0226,2025-06-17,884,0.0341,1
BUS_0226,2025-06-24,884,0.043,3
BUS_0226,2025-07-01,892,0.0331,2
BUS_0226,2025-07-08,892,0.0337,1
BUS_0226,2025-07-15,890,0.0377,2
BUS_0227,2024-07-23,398,0.017,0
BUS_0227,2024-07-30,395,0.0181,2
BUS_0227,2024-08-06,394,0.024,2
BUS_0227,2024-08-13,392,,1
BUS_0227,2024-08-20,386,0.024,0
BUS_0227,2024-08-27,382,0.0202,0
BUS_0227,2024-09-03,380,0.0282,0
BUS_0227,2024-09-10,379,0.025,1
BUS_0227,2024-09-17,379,0.0278,0
BUS_0227,2024-09-24,376,0.0219,0
BUS_0227,2024-10-01,374,0.0192,0
BUS_0227,2024-10-08,372,0.0235,0
BUS_0227,2024-10-15,373,0.0214,1
BUS_0227,2024-10-22,371,0.0241,1
BUS_0227,2024-10-29,366,0.0235,1
BUS_0227,2024-11-05,366,0.0199,1
BUS_0227,2024-11-12,362,0.0238,2
BUS_0227,2024-11-19,360,0.0256,0
BUS_0227,2024-11-26,357,0.0196,1
BUS_0227,2024-12-03,354,0.0254,1
BUS_0227,2024-12-10,352,0.0234,1
BUS_0227,2024-12-17,352,0.027,1
BUS_0227,2024-12-24,349,0.023,0
BUS_0227,2024-12-31,348,0.0184,2
BUS_0227,2025-01-07,346,0.0208,1
BUS_0227,2025-01-14,348,0.0174,2
BUS_0227,2025-01-21,342,0.0162,0
BUS_0227,2025-01-28,340,0.0197,0
BUS_0227,2025-02-04,339,0.025,1
BUS_0227,2025-02-11,338,0.0199,0
BUS_0227,2025-02-18,338,0.0217,0
BUS_0227,2025-02-25,336,0.0214,0
BUS_0227,2025-03-04,334,0.0256,3
BUS_0227,2025-03-11,330,,0
BUS_0227,2025-03-18,329,0.0241,2
BUS_0227,2025-03-25,328,0.0172,0
BUS_0227,2025-04-01,327,0.024,1
BUS_0227,2025-04-08,326,0.017,2
BUS_0227,2025-04-15,322,0.0195,0
BUS_0227,2025-04-22,320,0.0245,0
BUS_0227,2025-04-29,318,,0
BUS_0227,2025-05-06,320,,1
BUS_0227,2025-05-13,316,0.0215,1
BUS_0227,2025-05-20,314,0.0251,0
BUS_0227,2025-05-27,313,0.0265,0
BUS_0227,2025-06-03,315,0.021,1
BUS_0227,2025-06-10,315,0.0232,1
BUS_0227,2025-06-17,312,0.0247,0
BUS_0227,2025-06-24,312,0.0198,0
BUS_0227,2025-07-01,311,0.0268,0
BUS_0227,2025-07-08,311,0.0257,0
BUS_0227,2025-07-15,309,0.0172,0
BUS_0228,2024-07-23,887,0.0325,2
BUS_0228,2024-07-30,888,0.0389,2
BUS_0228,2024-08-06,892,0.0307,1
BUS_0228,2024-08-13,894,0.0366,3
BUS_0228,2024-08-20,894,0.0289,2
BUS_0228,2024-08-27,895,0.0304,2
BUS_0228,2024-09-03,895,0.0317,2
BUS_0228,2024-09-10,895,0.031,2
BUS_0228,2024-09-17,887,0.0293,0
BUS_0228,2024-09-24,889,0.0284,3
BUS_0228,2024-10-01,883,0.0301,0
BUS_0228,2024-10-08,882,0.0286,2
BUS_0228,2024-10-15,887,0.0268,4
BUS_0228,2024-10-22,886,0.028,1
BUS_0228,2024-10-29,885,0.0313,1
BUS_0228,2024-11-05,889,0.0294,1
BUS_0228,2024-11-12,881,0.0253,1
BUS_0228,2024-11-19,878,0.034,0
BUS_0228,2024-11-26,881,0.0323,1
BUS_0228,2024-12-03,881,0.0314,1
BUS_0228,2024-12-10,888,0.0268,1
BUS_0228,2024-12-17,889,0.0276,1
BUS_0228,2024-12-24,882,0.024,1
BUS_0228,2024-12-31,884,0.0393,3
BUS_0228,2025-01-07,882,0.0341,1
BUS_0228,2025-01-14,884,0.0284,1
BUS_0228,2025-01-21,884,0.0328,0
BUS_0228,2025-01-28,885,0.0362,0
BUS_0228,2025-02-04,888,0.0362,2
BUS_0228,2025-02-11,887,0.0306,1
BUS_0228,2025-02-18,880,0.0287,0
BUS_0228,2025-02-25,875,,0
BUS_0228,2025-03-04,872,0.033,1
BUS_0228,2025-03-11,877,0.0243,0
BUS_0228,2025-03-18,877,0.0232,1
BUS_0228,2025-03-25,868,0.0352,1
BUS_0228,2025-04-01,865,0.0351,2
BUS_0228,2025-04-08,857,0.0297,1
BUS_0228,2025-04-15,858,0.0308,1
BUS_0228,2025-04-22,855,,1
BUS_0228,2025-04-29,853,0.025,0
BUS_0228,2025-05-06,856,0.0301,0
BUS_0228,2025-05-13,860,0.0362,2
BUS_0228,2025-05-20,863,0.0161,0
BUS_0228,2025-05-27,866,0.0341,1
BUS_0228,2025-06-03,864,0.0312,0
BUS_0228,2025-06-10,864,0.0357,0
BUS_0228,2025-06-17,861,0.0342,0
BUS_0228,2025-06-24,860,0.0299,0
BUS_0228,2025-07-01,853,0.0332,1
BUS_0228,2025-07-08,849,,0
BUS_0228,2025-07-15,856,0.0323,0
BUS_0229,2024-07-23,756,0.0394,2
BUS_0229,2024-07-30,761,0.0427,1
BUS_0229,2024-08-06,765,0.0463,0
BUS_0229,2024-08-13,764,0.0259,3
BUS_0229,2024-08-20,766,0.0315,3
BUS_0229,2024-08-27,773,0.0318,2
BUS_0229,2024-09-03,779,0.0375,0
BUS_0229,2024-09-10,781,0.0388,4
BUS_0229,2024-09-17,784,0.0342,3
BUS_0229,2024-09-24,788,0.0404,3
BUS_0229,2024-10-01,793,0.0355,2
BUS_0229,2024-10-08,795,0.0352,0
BUS_0229,2024-10-15,797,0.0417,1
BUS_0229,2024-10-22,796,0.0294,2
BUS_0229,2024-10-29,800,0.0405,0
BUS_0229,2024-11-05,803,0.03,1
BUS_0229,2024-11-12,806,0.0373,3
BUS_0229,2024-11-19,802,0.0401,2
BUS_0229,2024-11-26,805,0.0301,3
BUS_0229,2024-12-03,805,0.0325,1
BUS_0229,2024-12-10,802,0.0305,0
BUS_0229,2024-12-17,804,0.0348,4
BUS_0229,2024-12-24,801,0.0331,4
BUS_0229,2024-12-31,803,0.0404,0
BUS_0229,2025-01-07,805,0.0369,0
BUS_0229,2025-01-14,805,0.0409,0
BUS_0229,2025-01-21,802,0.0296,1
BUS_0229,2025-01-28,798,0.0303,1
BUS_0229,2025-02-04,803,0.0416,0
BUS_0229,2025-02-11,800,0.0435,3
BUS_0229,2025-02-18,801,0.0343,2
BUS_0229,2025-02-25,802,0.0334,2
BUS_0229,2025-03-04,804,0.0389,0
BUS_0229,2025-03-11,811,0.0459,2
BUS_0229,2025-03-18,810,0.0296,4
BUS_0229,2025-03-25,814,0.0328,0
BUS_0229,2025-04-01,818,0.0371,1
BUS_0229,2025-04-08,820,0.0362,4
BUS_0229,2025-04-15,829,0.0443,1
BUS_0229,2025-04-22,833,0.0387,2
BUS_0229,2025-04-29,838,0.0417,2
BUS_0229,2025-05-06,830,0.033,2
BUS_0229,2025-05-13,838,,2
BUS_0229,2025-05-20,837,0.0394,3
BUS_0229,2025-05-27,840,0.0339,0
BUS_0229,2025-06-03,836,0.0393,4
BUS_0229,2025-06-10,842,0.0359,1
BUS_0229,2025-06-17,847,0.0253,2
BUS_0229,2025-06-24,851,0.0333,3
BUS_0229,2025-07-01,850,0.041,4
BUS_0229,2025-07-08,855,0.0417,5
BUS_0229,2025-07-15,854,0.0387,2
BUS_0230,2024-07-23,881,0.0277,2
BUS_0230,2024-07-30,874,0.0303,0
BUS_0230,2024-08-06,876,0.0307,1
BUS_0230,2024-08-13,880,0.0329,4
BUS_0230,2024-08-20,879,0.0349,0
BUS_0230,2024-08-27,883,0.031,1
BUS_0230,2024-09-03,884,0.0294,1
BUS_0230,2024-09-10,874,0.0346,1
BUS_0230,2024-09-17,867,0.0371,1
BUS_0230,2024-09-24,868,0.0282,1
BUS_0230,2024-10-01,873,0.033,0
BUS_0230,2024-10-08,877,0.029,1
BUS_0230,2024-10-15,874,0.0318,1
BUS_0230,2024-10-22,877,0.0334,1
BUS_0230,2024-10-29,881,0.0291,2
BUS_0230,2024-11-05,878,0.0326,2
BUS_0230,2024-11-12,888,0.0274,1
BUS_0230,2024-11-19,885,0.0194,2
BUS_0230,2024-11-26,882,0.0268,2
BUS_0230,2024-12-03,878,0.0297,0
BUS_0230,2024-12-10,876,0.0274,0
BUS_0230,2024-12-17,878,0.0288,1
BUS_0230,2024-12-24,871,0.027,1
BUS_0230,2024-12-31,872,0.033,1
BUS_0230,2025-01-07,872,0.0247,0
BUS_0230,2025-01-14,864,0.0289,0
BUS_0230,2025-01-21,862,0.0262,0
BUS_0230,2025-01-28,862,0.0327,1
BUS_0230,2025-02-04,861,0.0356,0
BUS_0230,2025-02-11,855,0.0315,0
BUS_0230,2025-02-18,855,0.0343,2
BUS_0230,2025-02-25,857,0.0332,2
BUS_0230,2025-03-04,862,0.024,0
BUS_0230,2025-03-11,858,0.0254,1
BUS_0230,2025-03-18,859,0.0283,2
BUS_0230,2025-03-25,855,0.0282,2
BUS_0230,2025-04-01,862,0.0356,0
BUS_0230,2025-04-08,862,0.0316,0
BUS_0230,2025-04-15,861,0.038,1
BUS_0230,2025-04-22,859,0.0197,0
BUS_0230,2025-04-29,866,0.0258,2
BUS_0230,2025-05-06,863,0.0296,1
BUS_0230,2025-05-13,865,0.0306,1
BUS_0230,2025-05-20,860,0.0249,1
BUS_0230,2025-05-27,860,0.027,1
BUS_0230,2025-06-03,858,0.0289,1
BUS_0230,2025-06-10,860,0.0286,0
BUS_0230,2025-06-17,860,0.0367,0
BUS_0230,2025-06-24,865,0.0361,1
BUS_0230,2025-07-01,862,0.029,1
BUS_0230,2025-07-08,862,0.0353,1
BUS_0230,2025-07-15,857,0.0298,0
BUS_0231,2024-07-23,1932,0.0962,3
BUS_0231,2024-07-30,1960,0.0728,3
BUS_0231,2024-08-06,2007,0.0813,4
BUS_0231,2024-08-13,2043,0.0782,3
BUS_0231,2024-08-20,2063,0.0741,3
BUS_0231,2024-08-27,2103,0.0741,6
BUS_0231,2024-09-03,2119,0.0713,7
BUS_0231,2024-09-10,2169,0.0764,4
BUS_0231,2024-09-17,2195,0.0827,6
BUS_0231,2024-09-24,2237,0.0555,5
BUS_0231,2024-10-01,2278,0.0858,5
BUS_0231,2024-10-08,2304,0.063,5
BUS_0231,2024-10-15,2346,0.0759,1
BUS_0231,2024-10-22,2373,0.0718,3
BUS_0231,2024-10-29,2410,0.0857,7
BUS_0231,2024-11-05,2459,0.0872,3
BUS_0231,2024-11-12,2519,0.0967,3
BUS_0231,2024-11-19,2545,0.086,2
BUS_0231,2024-11-26,2587,0.0779,6
BUS_0231,2024-12-03,2632,0.0631,5
BUS_0231,2024-12-10,2676,0.0688,5
BUS_0231,2024-12-17,2725,0.0643,3
BUS_0231,2024-12-24,2773,0.0808,2
BUS_0231,2024-12-31,2827,0.0621,7
BUS_0231,2025-01-07,2873,0.1016,3
BUS_0231,2025-01-14,2941,0.0668,7
BUS_0231,2025-01-21,2976,0.071,3
BUS_0231,2025-01-28,3048,0.0621,4
BUS_0231,2025-02-04,3115,0.0554,3
BUS_0231,2025-02-11,3185,0.0761,3
BUS_0231,2025-02-18,3250,0.0702,5
BUS_0231,2025-02-25,3326,0.0809,4
BUS_0231,2025-03-04,3415,0.0639,3
BUS_0231,2025-03-11,3481,0.0732,7
BUS_0231,2025-03-18,3563,0.0601,6
BUS_0231,2025-03-25,3598,0.0967,10
BUS_0231,2025-04-01,3681,0.0712,11
BUS_0231,2025-04-08,3762,0.0712,5
BUS_0231,2025-04-15,3839,0.0848,3
BUS_0231,2025-04-22,3933,0.0826,5
BUS_0231,2025-04-29,4038,0.0812,7
BUS_0231,2025-05-06,4162,0.0897,3
BUS_0231,2025-05-13,4219,0.0953,5
BUS_0231,2025-05-20,4261,0.0633,4
BUS_0231,2025-05-27,4351,0.0664,5
BUS_0231,2025-06-03,4457,0.0777,2
BUS_0231,2025-06-10,4556,0.0727,6
BUS_0231,2025-06-17,4637,0.0738,8
BUS_0231,2025-06-24,4685,0.0817,3
BUS_0231,2025-07-01,4770,0.0523,4
BUS_0231,2025-07-08,4876,0.0457,5
BUS_0231,2025-07-15,4985,0.0747,4
BUS_0232,2024-07-23,520,0.0188,0
BUS_0232,2024-07-30,521,0.0289,1
BUS_0232,2024-08-06,523,0.0238,0
BUS_0232,2024-08-13,521,0.0295,3
BUS_0232,2024-08-20,521,0.0286,1
BUS_0232,2024-08-27,518,0.0302,0
BUS_0232,2024-09-03,518,0.0289,1
BUS_0232,2024-09-10,517,0.0289,3
BUS_0232,2024-09-17,517,0.0267,0
BUS_0232,2024-09-24,513,0.0275,1
BUS_0232,2024-10-01,514,0.0332,1
BUS_0232,2024-10-08,512,0.0284,2
BUS_0232,2024-10-15,514,0.0323,1
BUS_0232,2024-10-22,514,0.02,0
BUS_0232,2024-10-29,512,0.0271,1
BUS_0232,2024-11-05,512,0.0227,0
BUS_0232,2024-11-12,511,0.0283,1
BUS_0232,2024-11-19,512,,1
BUS_0232,2024-11-26,511,0.0293,0
BUS_0232,2024-12-03,509,0.029,2
BUS_0232,2024-12-10,513,0.0278,0
BUS_0232,2024-12-17,514,0.0272,1
BUS_0232,2024-12-24,512,0.0216,2
BUS_0232,2024-12-31,508,0.0295,0
BUS_0232,2025-01-07,510,0.0216,0
BUS_0232,2025-01-14,512,0.0369,3
BUS_0232,2025-01-21,510,0.0326,2
BUS_0232,2025-01-28,509,,1
BUS_0232,2025-02-04,505,0.0251,0
BUS_0232,2025-02-11,505,0.0274,0
BUS_0232,2025-02-18,503,0.0238,1
BUS_0232,2025-02-25,501,0.0256,0
BUS_0232,2025-03-04,504,0.0312,0
BUS_0232,2025-03-11,501,0.0269,2
BUS_0232,2025-03-18,502,0.0296,1
BUS_0232,2025-03-25,504,0.0263,1
BUS_0232,2025-04-01,501,0.03,1
BUS_0232,2025-04-08,501,0.0255,0
BUS_0232,2025-04-15,503,0.0276,2
BUS_0232,2025-04-22,505,0.0329,1
BUS_0232,2025-04-29,508,0.0257,2
BUS_0232,2025-05-06,509,0.0268,0
BUS_0232,2025-05-13,509,0.0238,0
BUS_0232,2025-05-20,507,0.0256,2
BUS_0232,2025-05-27,508,0.025,0
BUS_0232,2025-06-03,509,0.0265,0
BUS_0232,2025-06-10,510,0.0217,0
BUS_0232,2025-06-17,510,0.0291,2
BUS_0232,2025-06-24,509,0.0211,0
BUS_0232,2025-07-01,502,0.02,1
BUS_0232,2025-07-08,500,0.0266,0
BUS_0232,2025-07-15,503,0.0239,0
BUS_0233,2024-07-23,1064,0.0383,2
BUS_0233,2024-07-30,1063,0.031,5
BUS_0233,2024-08-06,1064,0.0376,2
BUS_0233,2024-08-13,1067,0.0524,2
BUS_0233,2024-08-20,1067,0.0429,2
BUS_0233,2024-08-27,1075,0.0364,0
BUS_0233,2024-09-03,1082,0.0372,1
BUS_0233,2024-09-10,1091,0.0344,3
BUS_0233,2024-09-17,1090,0.0326,0
BUS_0233,2024-09-24,1101,,0
BUS_0233,2024-10-01,1103,0.0342,4
BUS_0233,2024-10-08,1115,0.0335,1
BUS_0233,2024-10-15,1125,0.0421,1
BUS_0233,2024-10-22,1126,0.0398,4
BUS_0233,2024-10-29,1129,0.0376,1
BUS_0233,2024-11-05,1138,0.0306,5
BUS_0233,2024-11-12,1146,0.05,0
BUS_0233,2024-11-19,1145,0.0362,1
BUS_0233,2024-11-26,1153,0.0367,4
BUS_0233,2024-12-03,1161,0.0343,0
BUS_0233,2024-12-10,1171,0.0438,4
BUS_0233,2024-12-17,1177,0.0465,0
BUS_0233,2024-12-24,1180,0.0473,2
BUS_0233,2024-12-31,1181,0.0373,2
BUS_0233,2025-01-07,1184,0.0398,2
BUS_0233,2025-01-14,1187,0.0388,1
BUS_0233,2025-01-21,1191,0.0338,1
BUS_0233,2025-01-28,1195,0.0381,1
BUS_0233,2025-02-04,1204,,5
BUS_0233,2025-02-11,1204,0.0326,3
BUS_0233,2025-02-18,1209,0.0369,0
BUS_0233,2025-02-25,1211,0.0398,0
BUS_0233,2025-03-04,1212,0.0448,3
BUS_0233,2025-03-11,1213,0.0424,3
BUS_0233,2025-03-18,1212,0.0403,5
BUS_0233,2025-03-25,1221,0.0355,3
BUS_0233,2025-04-01,1229,0.0375,2
BUS_0233,2025-04-08,1231,0.039,3
BUS_0233,2025-04-15,1225,0.0347,4
BUS_0233,2025-04-22,1229,0.0309,2
BUS_0233,2025-04-29,1229,0.0371,2
BUS_0233,2025-05-06,1237,0.045,3
BUS_0233,2025-05-13,1252,0.0445,3
BUS_0233,2025-05-20,1267,0.0348,1
BUS_0233,2025-05-27,1266,0.0354,2
BUS_0233,2025-06-03,1267,0.0424,3
BUS_0233,2025-06-10,1274,0.0349,2
BUS_0233,2025-06-17,1281,0.0402,2
BUS_0233,2025-06-24,1286,0.0343,2
BUS_0233,2025-07-01,1279,0.0382,3
BUS_0233,2025-07-08,1275,0.0387,0
BUS_0233,2025-07-15,1276,0.0344,2
BUS_0234,2024-07-23,1372,0.0589,1
BUS_0234,2024-07-30,1376,0.0555,1
BUS_0234,2024-08-06,1397,0.0407,3
BUS_0234,2024-08-13,1399,0.048,3
BUS_0234,2024-08-20,1410,0.0415,4
BUS_0234,2024-08-27,1418,0.0524,1
BUS_0234,2024-09-03,1432,0.0463,2
BUS_0234,2024-09-10,1442,0.0517,1
BUS_0234,2024-09-17,1462,0.063,1
BUS_0234,2024-09-24,1480,0.0409,2
BUS_0234,2024-10-01,1490,0.0633,3
BUS_0234,2024-10-08,1506,0.055,2
BUS_0234,2024-10-15,1521,0.048,0
BUS_0234,2024-10-22,1537,0.051,0
BUS_0234,2024-10-29,1539,0.0534,2
BUS_0234,2024-11-05,1553,,3
BUS_0234,2024-11-12,1568,0.0561,2
BUS_0234,2024-11-19,1577,0.0494,6
BUS_0234,2024-11-26,1603,0.0527,6
BUS_0234,2024-12-03,1610,0.0533,2
BUS_0234,2024-12-10,1610,0.0491,3
BUS_0234,2024-12-17,1627,0.0491,2
BUS_0234,2024-12-24,1641,0.0577,0
BUS_0234,2024-12-31,1641,0.0621,1
BUS_0234,2025-01-07,1654,0.0471,5
BUS_0234,2025-01-14,1658,0.0479,5
BUS_0234,2025-01-21,1672,0.046,0
BUS_0234,2025-01-28,1689,0.055,3
BUS_0234,2025-02-04,1706,0.0466,1
BUS_0234,2025-02-11,1714,0.0555,6
BUS_0234,2025-02-18,1736,0.0573,2
BUS_0234,2025-02-25,1761,0.0458,1
BUS_0234,2025-03-04,1776,0.0543,2
BUS_0234,2025-03-11,1795,0.0733,4
BUS_0234,2025-03-18,1805,0.0459,5
BUS_0234,2025-03-25,1832,0.0558,1
BUS_0234,2025-04-01,1833,0.0329,5
BUS_0234,2025-04-08,1840,0.0361,2
BUS_0234,2025-04-15,1859,0.0504,2
BUS_0234,2025-04-22,1868,0.0538,3
BUS_0234,2025-04-29,1895,0.05,1
BUS_0234,2025-05-06,1924,0.0558,0
BUS_0234,2025-05-13,1956,0.0667,4
BUS_0234,2025-05-20,1971,0.0527,5
BUS_0234,2025-05-27,1988,0.0449,6
BUS_0234,2025-06-03,2021,0.0603,1
BUS_0234,2025-06-10,2048,0.052,6
BUS_0234,2025-06-17,2095,0.0462,5
BUS_0234,2025-06-24,2124,0.0651,3
BUS_0234,2025-07-01,2141,0.0689,2
BUS_0234,2025-07-08,2139,0.0518,2
BUS_0234,2025-07-15,2160,0.0654,3
BUS_0235,2024-07-23,585,0.025,0
BUS_0235,2024-07-30,579,0.0232,0
BUS_0235,2024-08-06,581,0.0333,2
BUS_0235,2024-08-13,578,0.028,2
BUS_0235,2024-08-20,577,0.0287,1
BUS_0235,2024-08-27,577,0.0313,1
BUS_0235,2024-09-03,577,0.0319,2
BUS_0235,2024-09-10,581,0.0313,2
BUS_0235,2024-09-17,581,0.0324,0
BUS_0235,2024-09-24,582,0.0327,0
BUS_0235,2024-10-01,580,0.0357,1
BUS_0235,2024-10-08,575,0.0328,1
BUS_0235,2024-10-15,571,0.0269,1
BUS_0235,2024-10-22,568,0.0347,2
BUS_0235,2024-10-29,562,0.0338,0
BUS_0235,2024-11-05,556,0.028,1
BUS_0235,2024-11-12,558,0.0259,0
BUS_0235,2024-11-19,561,0.0284,3
BUS_0235,2024-11-26,565,0.0277,2
BUS_0235,2024-12-03,562,0.0288,0
BUS_0235,2024-12-10,564,0.0355,1
BUS_0235,2024-12-17,565,0.0296,1
BUS_0235,2024-12-24,566,0.0371,1
BUS_0235,2024-12-31,570,0.0255,1
BUS_0235,2025-01-07,568,0.025,3
BUS_0235,2025-01-14,567,0.0325,1
BUS_0235,2025-01-21,572,0.0273,1
BUS_0235,2025-01-28,575,0.0264,0
BUS_0235,2025-02-04,576,0.0251,0
BUS_0235,2025-02-11,575,0.0322,1
BUS_0235,2025-02-18,580,0.0208,1
BUS_0235,2025-02-25,580,0.0338,1
BUS_0235,2025-03-04,579,0.0284,1
BUS_0235,2025-03-11,572,0.0329,1
BUS_0235,2025-03-18,572,0.0365,0
BUS_0235,2025-03-25,576,0.0316,0
BUS_0235,2025-04-01,574,0.0306,1
BUS_0235,2025-04-08,575,,1
BUS_0235,2025-04-15,576,0.0353,0
BUS_0235,2025-04-22,575,0.0313,0
BUS_0235,2025-04-29,579,0.0391,0
BUS_0235,2025-05-06,583,0.0331,3
BUS_0235,2025-05-13,577,0.0326,1
BUS_0235,2025-05-20,572,0.0318,0
BUS_0235,2025-05-27,567,0.0296,0
BUS_0235,2025-06-03,568,0.0266,1
BUS_0235,2025-06-10,566,0.0303,0
BUS_0235,2025-06-17,563,0.0409,0
BUS_0235,2025-06-24,565,0.0303,0
BUS_0235,2025-07-01,564,0.0278,0
BUS_0235,2025-07-08,563,0.0305,0
BUS_0235,2025-07-15,559,0.0276,0
BUS_0236,2024-07-23,993,0.0305,2
BUS_0236,2024-07-30,987,0.0361,3
BUS_0236,2024-08-06,978,0.0425,2
BUS_0236,2024-08-13,979,0.0329,1
BUS_0236,2024-08-20,978,0.0284,2
BUS_0236,2024-08-27,978,0.0315,5
BUS_0236,2024-09-03,978,0.0215,1
BUS_0236,2024-09-10,980,0.0422,2
BUS_0236,2024-09-17,981,0.0338,1
BUS_0236,2024-09-24,982,0.0341,1
BUS_0236,2024-10-01,979,0.0388,2
BUS_0236,2024-10-08,981,0.0334,3
BUS_0236,2024-10-15,984,0.0399,2
BUS_0236,2024-10-22,994,0.0319,5
BUS_0236,2024-10-29,999,0.0393,3
BUS_0236,2024-11-05,1008,0.026,2
BUS_0236,2024-11-12,1006,0.0404,1
BUS_0236,2024-11-19,1009,,2
BUS_0236,2024-11-26,1011,0.0312,2
BUS_0236,2024-12-03,1009,0.0403,3
BUS_0236,2024-12-10,1013,0.0469,0
BUS_0236,2024-12-17,1010,0.0425,0
BUS_0236,2024-12-24,1005,0.0394,0
BUS_0236,2024-12-31,1005,0.0344,2
BUS_0236,2025-01-07,1009,0.0225,2
BUS_0236,2025-01-14,1007,0.0387,3
BUS_0236,2025-01-21,1015,0.0377,1
BUS_0236,2025-01-28,1007,0.0353,1
BUS_0236,2025-02-04,1009,0.0344,0
BUS_0236,2025-02-11,1007,,0
BUS_0236,2025-02-18,1007,0.04,2
BUS_0236,2025-02-25,1005,,3
BUS_0236,2025-03-04,1012,0.0361,3
BUS_0236,2025-03-11,1014,0.0314,1
BUS_0236,2025-03-18,1012,0.0372,0
BUS_0236,2025-03-25,1019,0.0413,1
BUS_0236,2025-04-01,1023,0.0378,4
BUS_0236,2025-04-08,1025,0.0363,1
BUS_0236,2025-04-15,1021,,1
BUS_0236,2025-04-22,1016,0.0401,1
BUS_0236,2025-04-29,1015,0.0311,0
BUS_0236,2025-05-06,1020,0.0335,0
BUS_0236,2025-05-13,1024,0.045,1
BUS_0236,2025-05-20,1027,0.0266,1
BUS_0236,2025-05-27,1031,0.0373,0
BUS_0236,2025-06-03,1025,0.0316,2
BUS_0236,2025-06-10,1033,0.0332,0
BUS_0236,2025-06-17,1021,0.0393,0
BUS_0236,2025-06-24,1022,0.0457,2
BUS_0236,2025-07-01,1014,0.042,0
BUS_0236,2025-07-08,1004,0.0333,0
BUS_0236,2025-07-15,1006,0.0361,1
BUS_0237,2024-07-23,487,0.0138,2
BUS_0237,2024-07-30,483,0.0111,0
BUS_0237,2024-08-06,478,0.0178,0
BUS_0237,2024-08-13,473,0.014,0
BUS_0237,2024-08-20,475,0.0113,0
BUS_0237,2024-08-27,471,0.0109,0
